,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,gender,SeniorCitizen,Partner,Dependents,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year
249,42,1,1,99.0,4298.45,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
250,51,1,1,93.5,4619.55,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
251,2,1,0,70.4,147.15,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0
252,1,0,0,40.2,40.2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
253,32,1,0,83.7,2633.3,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0
254,10,1,1,19.85,193.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
255,67,0,1,59.55,4103.9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
256,61,1,0,115.1,7008.15,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
257,50,1,0,114.35,5791.1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0
258,2,1,1,44.6,80.55,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
259,29,0,1,45.0,1228.65,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0
260,3,0,1,41.15,132.2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
261,13,1,1,106.9,1364.3,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
262,57,1,1,89.85,4925.35,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
263,31,0,1,49.85,1520.1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
264,45,1,0,113.3,5032.25,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0
265,61,1,0,88.1,5526.75,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1
266,50,1,0,24.9,1195.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
267,19,1,1,105.0,2007.25,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0
268,59,1,0,19.35,1099.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
269,71,1,1,24.25,1732.95,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1
270,16,1,1,94.45,1511.2,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
271,57,1,1,59.75,3450.15,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
272,1,0,0,24.8,24.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,20,1,0,107.05,2172.05,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
274,1,1,0,70.6,70.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
275,5,1,1,85.4,401.1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
276,52,1,1,105.05,5624.85,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0
277,21,1,1,64.95,1339.8,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
278,14,0,1,55.0,771.95,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
279,5,1,0,50.55,244.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,6,1,0,55.15,322.9,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
281,10,1,0,51.2,498.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
282,1,1,0,25.4,25.4,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
283,68,1,0,54.45,3687.75,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
284,18,1,0,95.15,1779.95,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0
285,22,1,1,76.0,1783.6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
286,20,1,1,44.35,927.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
287,1,1,0,70.0,70.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
288,8,1,1,74.5,606.55,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
289,10,1,1,44.85,435.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
290,24,1,1,76.1,1712.7,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
291,35,1,0,61.2,2021.2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
292,23,1,0,86.8,1940.8,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0
293,6,1,1,89.35,567.8,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
294,12,1,0,19.7,220.35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
295,1,1,0,20.25,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
296,71,1,0,76.05,5436.45,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1
297,35,1,1,100.8,3437.5,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
298,40,1,1,74.55,3015.75,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0
299,1,1,1,73.6,73.6,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
300,23,1,1,64.9,1509.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
301,4,1,1,95.45,396.1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
302,4,1,1,90.4,356.65,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
303,68,0,0,60.3,4109.0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
304,38,1,1,81.85,3141.7,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
305,52,1,0,24.8,1229.1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
306,32,1,1,74.9,2303.35,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
307,29,1,0,75.55,2054.4,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1
308,38,1,0,101.15,3741.85,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0
309,48,1,1,78.75,3682.45,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0
310,1,1,1,19.25,19.25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
311,22,1,1,89.05,1886.25,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
312,43,1,0,115.05,4895.1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1
313,5,1,1,69.35,341.6,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0
314,5,1,1,80.6,415.55,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
315,51,1,0,110.05,5686.4,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0
316,71,1,1,19.9,1355.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
317,38,1,0,80.3,3058.65,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0
318,24,1,1,93.15,2231.05,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
319,35,1,1,91.5,3236.35,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
320,54,1,0,82.45,4350.1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
321,72,0,1,60.0,4264.0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
322,1,1,1,44.8,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
323,9,1,0,48.6,422.3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0
324,69,0,1,60.05,4176.7,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
325,52,1,1,102.7,5138.1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0
326,11,1,1,82.9,880.05,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0
327,2,1,1,70.35,139.05,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
328,28,0,1,35.9,973.65,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0
329,17,1,1,82.65,1470.05,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
330,35,1,1,19.85,739.35,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
331,8,1,1,19.2,161.95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
332,46,1,1,94.9,4422.95,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
333,7,1,1,73.85,511.25,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
334,2,1,0,80.6,155.8,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
335,68,1,1,75.8,5293.95,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
336,43,1,1,104.6,4759.85,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1
337,68,1,1,88.15,6148.45,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
338,36,1,1,94.8,3565.65,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
339,63,1,1,103.4,6603.0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
340,32,1,0,54.65,1830.1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
341,71,1,0,85.75,6223.8,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
342,66,1,1,67.45,4508.65,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
343,63,1,0,20.5,1328.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
344,41,1,1,20.25,865.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
345,1,1,1,72.1,72.1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
346,2,1,1,90.4,168.2,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
347,70,1,0,19.45,1303.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
348,23,0,1,44.95,996.85,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
349,64,1,0,97.0,6430.9,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0
350,37,1,1,62.8,2278.75,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1
351,17,1,0,44.6,681.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
352,7,1,1,89.15,574.35,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
353,4,1,1,84.8,371.9,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
354,21,0,1,41.9,840.1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
355,10,1,1,80.25,846.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
356,16,1,1,54.1,889.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
357,64,1,1,105.25,6823.4,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1
358,27,0,0,30.75,805.1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
359,42,1,0,97.1,4016.75,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0
360,5,1,0,20.2,83.75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
361,41,1,1,98.8,3959.15,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1
362,58,1,0,50.3,2878.55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
363,47,1,1,20.55,945.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
364,18,1,1,75.9,1373.05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
365,5,1,0,96.5,492.55,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
366,23,1,1,59.95,1406.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
367,1,1,0,19.15,19.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
368,71,1,1,98.65,6962.85,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
369,72,1,1,112.6,8126.65,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1
370,33,1,0,20.6,690.25,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
371,2,1,1,85.65,181.5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
372,24,0,0,35.75,830.8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
373,56,1,1,99.75,5608.4,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0
374,37,1,1,96.1,3646.8,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
375,43,1,0,85.1,3662.25,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
376,1,0,0,25.35,25.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
377,25,1,1,104.95,2566.5,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
378,61,1,0,89.65,5308.7,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
379,17,1,0,86.75,1410.25,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
380,41,1,1,86.2,3339.05,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
381,1,1,0,50.65,50.65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
382,72,0,1,64.8,4732.35,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1
383,1,1,1,90.85,90.85,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
384,48,1,1,108.1,5067.45,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
385,11,1,0,19.95,214.75,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
386,55,1,1,85.45,4874.7,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0
387,42,0,1,54.75,2348.45,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0
388,44,1,1,90.4,4063.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
389,1,1,0,44.0,44.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
390,27,1,1,95.6,2595.25,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
391,27,1,1,84.8,2309.55,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
392,2,1,1,44.3,89.3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
393,19,1,0,19.9,367.55,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
394,42,1,1,95.05,3944.5,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0
395,66,1,1,90.05,5965.95,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1
396,33,1,1,109.9,3694.7,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
397,34,1,1,73.95,2524.45,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
398,33,0,1,54.6,1803.7,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
399,23,1,0,20.05,415.1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0
400,32,1,0,19.75,624.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
401,11,1,0,20.05,237.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
402,69,1,1,99.45,7007.6,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0
403,68,1,0,55.9,3848.8,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
404,20,1,1,19.7,419.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
405,72,1,1,19.8,1468.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
406,60,1,1,95.4,5812.0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0
407,32,1,1,93.95,2861.45,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0
408,1,1,1,19.9,19.9,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
409,1,1,1,19.6,19.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
410,3,1,1,81.35,233.7,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
411,46,1,1,24.45,1066.15,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
412,29,1,1,74.95,2149.05,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
413,51,1,1,87.35,4473.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
414,48,1,1,70.65,3545.05,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
415,16,1,0,73.25,1195.75,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
416,70,1,1,98.7,6858.9,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1
417,40,1,1,24.8,1024.7,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
418,22,1,0,83.3,1845.9,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
419,1,1,1,75.3,75.3,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
420,5,1,1,24.3,132.25,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
421,7,1,1,69.85,515.45,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
422,29,1,0,100.55,2830.45,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0
423,44,1,0,25.7,1110.5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
424,10,0,0,40.7,449.3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
425,55,1,0,51.65,2838.55,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
426,52,1,1,105.1,5376.4,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
427,10,1,0,85.95,858.6,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
428,18,1,1,75.6,1395.05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
429,68,1,0,58.25,3975.7,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
430,61,1,1,19.4,1182.55,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
431,72,0,1,65.2,4784.45,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
432,2,1,0,53.45,119.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
433,12,1,1,45.4,518.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,41,1,1,19.75,899.45,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
435,26,0,1,44.45,1183.8,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
436,36,1,0,20.85,720.05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
437,72,1,1,114.05,8468.2,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1
438,35,1,1,89.85,3161.2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
439,1,1,0,55.05,55.05,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
440,16,1,1,112.95,1882.55,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
441,49,1,0,101.55,5070.4,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
442,54,1,1,114.65,6049.5,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0
443,18,1,0,64.8,1166.7,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
444,36,1,0,80.4,2937.65,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
445,60,1,1,105.9,6396.45,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0
446,1,1,0,69.55,69.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
447,52,1,1,25.05,1270.25,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
448,8,1,1,94.75,759.55,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0
449,72,1,0,105.5,7611.55,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1
450,64,1,0,24.7,1642.75,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
451,22,1,1,69.75,1545.4,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0
452,60,0,1,60.2,3582.4,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
453,28,1,1,81.05,2227.1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
454,61,1,0,24.4,1417.9,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
455,24,1,1,104.15,2494.65,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0
456,28,1,0,92.9,2768.35,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0
457,30,1,0,80.8,2369.3,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
458,2,1,0,20.0,38.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
459,1,1,1,75.1,75.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
460,6,1,0,19.65,100.9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
461,24,1,1,69.45,1614.05,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
462,4,1,0,101.15,385.9,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0
463,7,1,1,99.8,673.25,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
464,72,1,1,116.05,8404.9,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1
465,70,0,1,40.05,2799.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
466,64,1,0,102.1,6538.45,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1
467,72,1,1,89.7,6588.95,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0
468,44,1,0,19.9,868.1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
469,13,1,0,55.95,734.35,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0
470,17,1,0,20.65,330.6,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
471,1,1,1,55.0,55.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
472,9,1,1,70.05,564.4,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
473,24,1,0,53.6,1315.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
474,1,1,1,74.7,74.7,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0
475,24,1,1,80.25,1861.5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
476,35,1,1,76.05,2747.2,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0
477,7,1,1,75.7,554.05,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0
478,5,1,1,96.1,453.4,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
479,15,1,0,69.0,994.8,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
480,11,1,0,19.65,225.75,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
481,48,0,1,45.3,2145.0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
482,20,1,1,81.45,1671.6,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
483,72,1,1,108.5,8003.8,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
484,8,1,1,83.55,680.05,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0
485,72,1,1,84.5,6130.85,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1
486,15,1,1,100.15,1415.0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
487,72,1,1,88.6,6201.95,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
489,1,1,1,74.35,74.35,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
490,63,1,1,104.8,6597.25,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1
491,2,1,1,59.0,114.15,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
492,2,1,1,74.4,139.4,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
493,61,1,0,64.05,3902.6,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
494,1,1,0,20.4,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
495,22,0,1,43.75,903.6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
496,28,1,0,60.9,1785.65,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
497,70,1,0,19.8,1397.65,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
498,5,0,0,28.45,131.05,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
499,12,1,1,99.7,1238.45,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
500,34,1,0,116.25,3899.05,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0
501,71,1,1,80.7,5676.0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1
